1,2,3,4,5,0,0,0,0,0,120
1,2,3,4,5,0,0,0,0,1,120
1,2,3,4,5,0,0,0,1,0,120
1,2,3,4,5,0,0,0,1,1,120
1,2,3,4,5,0,0,1,0,0,120
1,2,3,4,5,0,0,1,0,1,120
1,2,3,4,5,0,0,1,1,0,120
1,2,3,4,5,0,0,1,1,1,120
1,2,3,4,5,0,1,0,0,0,120
1,2,3,4,5,0,1,0,0,1,120
1,2,3,4,5,0,1,0,1,0,120
1,2,3,4,5,0,1,0,1,1,120
1,2,3,4,5,0,1,1,0,0,120
1,2,3,4,5,0,1,1,0,1,120
1,2,3,4,5,0,1,1,1,0,120
1,2,3,4,5,0,1,1,1,1,120
1,2,3,4,4,0,0,0,0,0,60
1,2,3,4,4,0,0,0,1,0,60
1,2,3,4,4,0,0,0,1,1,60
1,2,3,4,4,0,0,1,0,0,60
1,2,3,4,4,0,0,1,1,0,60
1,2,3,4,4,0,0,1,1,1,60
1,2,3,4,4,0,1,0,0,0,60
1,2,3,4,4,0,1,0,1,0,60
1,2,3,4,4,0,1,0,1,1,60
1,2,3,4,4,0,1,1,0,0,60
1,2,3,4,4,0,1,1,1,0,60
1,2,3,4,4,0,1,1,1,1,60
1,2,3,4,3,0,0,0,0,0,40
1,2,3,4,3,0,0,0,0,1,40
1,2,3,4,3,0,0,0,1,0,40
1,2,3,4,3,0,0,0,1,1,40
1,2,3,4,3,0,0,1,0,0,40
1,2,3,4,3,0,0,1,0,1,40
1,2,3,4,3,0,0,1,1,0,40
1,2,3,4,3,0,0,1,1,1,40
1,2,3,4,3,0,1,0,0,0,40
1,2,3,4,3,0,1,0,0,1,40
1,2,3,4,3,0,1,0,1,0,40
1,2,3,4,3,0,1,0,1,1,40
1,2,3,4,3,0,1,1,0,0,40
1,2,3,4,3,0,1,1,0,1,40
1,2,3,4,3,0,1,1,1,0,40
1,2,3,4,3,0,1,1,1,1,40
1,2,3,4,2,0,0,0,0,0,30
1,2,3,4,2,0,0,0,0,1,30
1,2,3,4,2,0,0,0,1,0,30
1,2,3,4,2,0,0,0,1,1,30
1,2,3,4,2,0,0,1,0,0,30
1,2,3,4,2,0,0,1,0,1,30
1,2,3,4,2,0,0,1,1,0,30
1,2,3,4,2,0,0,1,1,1,30
1,2,3,4,2,0,1,0,0,0,30
1,2,3,4,2,0,1,0,0,1,30
1,2,3,4,2,0,1,0,1,0,30
1,2,3,4,2,0,1,0,1,1,30
1,2,3,4,2,0,1,1,0,0,30
1,2,3,4,2,0,1,1,0,1,30
1,2,3,4,2,0,1,1,1,0,30
1,2,3,4,2,0,1,1,1,1,30
1,2,3,3,3,0,0,0,0,0,20
1,2,3,3,3,0,0,1,0,0,20
1,2,3,3,3,0,0,1,1,0,20
1,2,3,3,3,0,0,1,1,1,20
1,2,3,3,3,0,1,0,0,0,20
1,2,3,3,3,0,1,1,0,0,20
1,2,3,3,3,0,1,1,1,0,20
1,2,3,3,3,0,1,1,1,1,20
1,2,3,3,2,0,0,0,0,0,15
1,2,3,3,2,0,0,0,0,1,15
1,2,3,3,2,0,0,1,0,0,15
1,2,3,3,2,0,0,1,0,1,15
1,2,3,3,2,0,0,1,1,0,15
1,2,3,3,2,0,0,1,1,1,15
1,2,3,3,2,0,1,0,0,0,15
1,2,3,3,2,0,1,0,0,1,15
1,2,3,3,2,0,1,1,0,0,15
1,2,3,3,2,0,1,1,0,1,15
1,2,3,3,2,0,1,1,1,0,15
1,2,3,3,2,0,1,1,1,1,15
1,2,3,2,3,0,0,0,0,0,20
1,2,3,2,3,0,0,1,0,0,20
1,2,3,2,3,0,1,0,0,0,20
1,2,3,2,3,0,1,1,0,0,20
1,2,3,2,3,0,0,1,0,1,20
1,2,3,2,3,0,1,0,0,1,20
1,2,3,2,3,0,1,1,0,1,20
1,2,3,2,3,0,1,0,1,0,20
1,2,3,2,3,0,1,1,1,0,20
1,2,3,2,3,0,1,1,1,1,20
1,2,3,2,2,0,0,0,0,0,10
1,2,3,2,2,0,0,0,1,0,10
1,2,3,2,2,0,0,0,1,1,10
1,2,3,2,2,0,0,1,0,0,10
1,2,3,2,2,0,0,1,1,0,10
1,2,3,2,2,0,0,1,1,1,10
1,2,3,2,2,0,1,0,0,0,10
1,2,3,2,2,0,1,0,1,0,10
1,2,3,2,2,0,1,0,1,1,10
1,2,3,2,2,0,1,1,0,0,10
1,2,3,2,2,0,1,1,1,0,10
1,2,3,2,2,0,1,1,1,1,10
1,2,2,2,2,0,0,0,0,0,5
1,2,2,2,2,0,1,0,0,0,5
1,2,2,2,2,0,1,1,0,0,5
1,2,2,2,2,0,1,1,1,0,5
1,2,2,2,2,0,1,1,1,1,5
